Time / min,4NO2-ArOPh,Product,Mass Balance
0.0,111.0,0.0,111.0
0.06133333333333439,109.15314341131192,0.679853515911356,109.83299692722328
0.3086333333333338,105.25795263167764,3.824069045277869,109.0820216769555
0.5567999999999984,102.9690170560794,6.474459982815231,109.44347703889463
0.8117833333333351,101.36995577351688,8.711652674781535,110.08160844829841
1.0602666666666665,100.01270061981242,10.776981098594238,110.78968171840665
1.3084333333333347,98.7680401262704,12.437976445738892,111.2060165720093
1.5556000000000003,97.50656407436222,14.130344909936397,111.63690898429861
1.811233333333333,96.42271625104824,15.310669141203434,111.73338539225168
2.059383333333335,94.936680527351,16.897033070615414,111.83371359796641
2.306666666666668,94.34689812480903,18.197299858684016,112.54419798349305
2.5623166666666672,93.10399899176116,19.173748245490707,112.27774723725187
2.8099499999999997,92.80169565905081,20.21950578877316,113.02120144782397
3.058116666666668,92.12333482998795,20.847895091654543,112.9712299216425
3.305833333333332,91.2668117446262,21.477333143744325,112.74414488837053
3.561966666666668,90.91187731587266,22.334319857265506,113.24619717313817
3.809100000000001,90.59894669830024,22.746411018023792,113.34535771632403
4.057016666666668,90.56475912000437,23.570493695397317,114.13525281540169
4.313033333333332,89.88660230781389,24.073597578869265,113.96019988668316
4.56025,89.49452448785314,24.647343543548953,114.1418680314021
4.808233333333332,88.80859797556192,24.93650312273936,113.74510109830129
5.057116666666665,88.31717680323227,25.395313107434855,113.71248991066713
5.311616666666665,88.20523545351129,25.907010663211242,114.11224611672253
5.5595500000000015,87.6314715081609,26.12148542197058,113.75295693013148
5.807466666666668,86.99151451100681,26.461266216079217,113.45278072708604
6.063633333333333,86.75147794457176,27.116677780207688,113.86815572477946
6.310816666666665,86.2725896159856,27.162357746157856,113.43494736214345
6.558866666666665,86.58286771811726,27.584040589874363,114.16690830799162
6.807883333333333,86.06479961516571,27.906217398312123,113.97101701347783
7.062416666666665,85.74608412929717,28.436883151273925,114.18296728057109
7.309983333333332,85.58501273816798,28.729498965610663,114.31451170377863
7.559033333333332,75.35765485357305,33.77995059487435,109.1376054484474
7.813316666666666,68.83227227175071,42.10130356748606,110.93357583923677
8.061483333333332,63.94934171331774,48.1868226074897,112.13616432080744
8.309249999999997,60.172458714893466,52.85667782184427,113.02913653673774
8.557900000000002,56.978191019559645,56.75131302382379,113.72950404338343
8.813366666666669,54.410845169825016,59.93029831968962,114.34114348951464
9.060516666666665,52.59375690097289,62.565510957088165,115.15926785806106
9.308383333333335,50.76893855498279,64.76763087571871,115.53656943070149
9.564366666666668,48.69084553827254,67.0067354425969,115.69758098086945
9.812283333333335,47.102968599736734,68.64766374911673,115.75063234885346
10.0596,46.067728549563256,70.37659646287868,116.44432501244194
10.307600000000003,44.768477349799795,71.5484678984701,116.31694524826989
10.563416666666663,43.49562072502772,72.89854236343483,116.39416308846255
10.81103333333333,42.30515160307168,74.25491407457082,116.5600656776425
11.058683333333336,41.58330998322192,75.19947281128788,116.7827827945098
11.31483333333333,40.3674033372604,76.22034777309263,116.58775111035303
11.561983333333334,39.77963893583139,76.94004005608312,116.71967899191452
11.809866666666668,39.130402846295816,77.0079182447157,116.1383210910115
12.05845,38.35657641755716,77.71222315162184,116.06879956917899
12.313133333333333,37.42714047786047,78.45910897983804,115.88624945769851
12.561016666666667,36.88204331918057,79.21054149381919,116.09258481299976
12.809999999999999,36.35774272692529,79.84559767439062,116.2033404013159
13.064533333333332,35.406436475639964,80.5394731574047,115.94590963304466
13.312116666666665,34.96404948316273,81.02158077367945,115.98563025684217
13.561016666666667,34.381810400803964,81.75906551030333,116.14087591110729
13.809116666666666,34.360089239486996,82.33589898101305,116.69598822050004
14.063700000000003,33.884787015874146,82.67822160665231,116.56300862252647
14.311316666666668,33.32248308176682,83.2225634068079,116.54504648857471
14.56016666666667,33.41124165276134,83.79895531714462,117.21019696990595
14.8154,33.11458438024748,84.19104740352768,117.30563178377515
15.062533333333333,32.677772380849646,84.49109839848344,117.16887077933309
15.310466666666668,32.480969967355584,84.87330949954037,117.35427946689595
15.55913333333333,32.11429751126574,85.44045621065338,117.55475372191913
15.81438333333333,32.13766118852577,85.97384546191121,118.11150665043698
16.061733333333336,31.85835138056589,85.87006996721271,117.7284213477786
16.310800000000004,31.294187894011618,86.26322666086972,117.55741455488133
16.5653,30.97119904923967,86.56240057956077,117.53359962880045
16.81336666666667,30.638155148460996,86.61387039352658,117.25202554198758
17.06088333333333,30.64288595144594,87.18269474517933,117.82558069662528
17.309816666666666,30.568997484705417,87.47921469638844,118.04821218109386
17.564349999999997,30.13470130914263,87.71792723389166,117.85262854303429
17.81233333333333,30.10642041664695,88.0756839917577,118.18210440840465
18.06005,29.671574602714255,88.29825225611245,117.9698268588267
18.316350000000003,29.574744724310552,88.64210040341933,118.21684512772988
18.563483333333338,29.250867373873103,88.71695164891301,117.96781902278612
18.811283333333336,28.85549002021737,88.9196549543198,117.77514497453717
19.060366666666663,28.604416631021383,89.12277362948713,117.72719026050851
19.314866666666664,28.835517095482604,89.51695893515203,118.35247603063463
19.56248333333333,28.32183761694992,89.59291288453973,117.91475050148965
19.8113,28.18410665920134,90.22550686845726,118.40961352765859
20.06583333333333,28.4363740727801,90.20166262522942,118.63803669800951
20.324783333333336,27.889136581286586,90.45466046469133,118.34379704597791
20.56556666666667,27.812605474719778,90.4901999816968,118.30280545641658
20.81338333333333,27.753052643295792,90.70157356392727,118.45462620722306
21.061566666666668,27.307120183809758,90.71252838601707,118.01964856982683
21.308783333333334,27.12830479680827,91.06611045621358,118.19441525302184
21.564316666666667,27.11199368436992,91.26435259897004,118.37634628333996
21.812400000000004,26.898181740276726,91.55919456229543,118.45737630257216
22.13573333333333,26.861040818576825,91.62919718652725,118.49023800510408
22.566300000000002,17.778785033252618,92.4414388736737,110.22022390692632
22.814416666666663,12.200614570507831,96.64324590833338,108.84386047884121
23.061533333333333,9.57990639774344,99.63713258246118,109.21703898020462
23.309383333333336,7.926545971500606,102.01390366582042,109.94044963732102
23.602416666666667,6.552680541836139,103.8987239247866,110.45140446662273
23.813166666666667,5.301391886671263,105.16841955408168,110.46981144075295
24.061816666666665,4.113395679890642,106.18741810642805,110.3008137863187
24.316516666666665,3.777542410889404,106.69802942339388,110.47557183428329
24.56436666666667,2.9877614929959546,107.55574276603667,110.54350425903263
24.813266666666664,2.7740349141779026,108.16071035993421,110.93474527411212
25.060383333333334,2.1330822796011724,108.5314010822172,110.66448336181837
25.315633333333334,1.6394934692960261,108.9658846389268,110.60537810822282
25.564199999999996,1.5835326265715284,109.44953491259028,111.0330675391618
25.812400000000004,1.3335225384189677,109.52187102044232,110.85539355886128
26.067999999999998,1.1340691776388785,109.68002251971713,110.814091697356
26.315283333333333,0.9404491497326751,110.22861261495382,111.16906176468649
26.563466666666667,0.5373724854458981,110.19623594691066,110.73360843235656
26.811116666666667,0.859515832248299,110.31336793873199,111.17288377098029
27.066750000000003,0.510228049322745,110.37330221303719,110.88353026235994
27.314933333333336,0.6333275573831743,110.65450036543426,111.28782792281743
27.56206666666667,0.6205084661719718,110.72539884713628,111.34590731330825
27.81001666666667,0.21308324603311465,110.69344038999152,110.90652363602463
28.065866666666672,0.18611117031637928,110.53943262788101,110.72554379819739
28.313233333333333,0.2082083169505271,110.58985313084598,110.79806144779651
28.562400000000004,0.2565225584265434,110.76565753886352,111.02218009729006
28.8166,0.04443200416673108,110.7322413838619,110.77667338802864
29.064783333333335,0.06747014566544722,110.822960851564,110.89043099722946
29.312400000000004,0.11954475019835913,110.63202706796385,110.7515718181622
29.561133333333334,-0.04044090363022141,110.86062499724218,110.82018409361196
29.8157,-0.01990980858268297,110.98434719877916,110.96443739019648
30.063683333333334,0.126905608697049,110.95768337226723,111.08458898096427
30.312250000000002,0.24809941835351088,110.75737816130436,111.00547757965786
30.566916666666664,0.11879368954218271,110.85116271999655,110.96995640953874
30.81495,-0.4398691187066345,110.9421261016629,110.50225698295625
31.063766666666666,-0.037496514178332094,110.89711378349286,110.85961726931453
31.31085,-0.1154434978835834,111.00927022791844,110.89382673003485
31.566200000000002,0.0837876518438036,111.28456097995779,111.3683486318016
31.814716666666662,0.021892796321167023,111.3565182741909,111.37841107051207
32.0629,0.013239774593519533,110.95983918042975,110.97307895502327
